"key","riskFactor.kcd","disease.kcd","pValue","RR","age","sex"
"I50 (interacts with) I48","I50","I48",2.49954014127567e-23,6.12558193398958,10,1
"I50 (interacts with) I51","I50","I51",2.04216667440393e-10,4.13578368607366,10,1
"I50 (interacts with) I70","I50","I70",3.12342445349961e-07,4.77497735763614,8,1
"I50 (interacts with) I74","I50","I74",2.04120848962957e-17,17.3220965135073,8,1
"I50 (interacts with) I95","I50","I95",1.22188493684711e-13,5.65401137814931,11,2
"I50 (interacts with) L72","I50","L72",5.24101092018606e-09,4.47547641362074,8,2
"I50 (interacts with) N08","I50","N08",6.89961693494701e-06,4.52764050109183,9,1
"I50 (interacts with) N18","I50","N18",1.72792823238757e-11,5.49101108407678,10,2
"I50 (interacts with) R18","I50","R18",2.42618197667815e-09,7.85537835407695,9,2
"I51 (interacts with) C22","I51","C22",4.39967770350872e-06,4.55440329218107,9,2
"I51 (interacts with) G40","I51","G40",3.23261605319331e-06,4.56569365399914,8,1
"I51 (interacts with) G51","I51","G51",8.38236804320253e-08,4.98356119791667,10,1
"I51 (interacts with) I67","I51","I67",2.8685221590328e-08,5.34104744852283,8,2
"I51 (interacts with) N00","I51","N00",9.95467665054306e-06,4.0734154126767,13,1
"I61 (interacts with) G40","I61","G40",2.03161587192332e-24,6.76419131529264,11,1
"I61 (interacts with) G81","I61","G81",4.21275414988049e-24,10.5866710985541,11,1
"I61 (interacts with) I11","I61","I11",5.12599699720893e-16,8.00756693830035,9,2
"I61 (interacts with) I63","I61","I63",5.14510503543118e-19,4.390559732665,11,2
"I61 (interacts with) I64","I61","I64",2.61951261112525e-08,4.76605884790717,13,2
"I61 (interacts with) I67","I61","I67",6.57979827131802e-12,6.11370865587614,9,1
"I61 (interacts with) I69","I61","I69",3.34203581113518e-57,9.46438799740951,11,1
"I61 (interacts with) L89","I61","L89",2.94954042413599e-08,5.72109920819748,12,2
"I61 (interacts with) R25","I61","R25",2.64076509150788e-09,5.78220081135903,11,1
"I61 (interacts with) R56","I61","R56",3.27406682235482e-08,6.23863456108626,11,2
"I63 (interacts with) A41","I63","A41",1.8117774833514e-07,5.51868243624995,10,2
"I63 (interacts with) E07","I63","E07",4.50745187039868e-09,5.18338857477091,6,1
"I63 (interacts with) E83","I63","E83",4.40196868387914e-06,4.31739416538715,9,1
"I63 (interacts with) G40","I63","G40",4.25804676000129e-14,4.87731740004467,9,2
"I63 (interacts with) G45","I63","G45",3.26466157589515e-16,8.51357142857143,8,2
"I63 (interacts with) G81","I63","G81",9.99919682426217e-23,4.48482526356892,11,1
"I63 (interacts with) H50","I63","H50",2.17093839193935e-05,4.18025294930386,9,1
"I63 (interacts with) I15","I63","I15",2.82225521677958e-11,5.08011730205279,10,2
"I63 (interacts with) I20","I63","I20",4.04462570169572e-09,5.55570691836139,7,2
"I63 (interacts with) I21","I63","I21",7.21198871810169e-07,4.38621694994032,9,2
"I63 (interacts with) I25","I63","I25",6.11970026623197e-07,4.25818575251979,8,1
"I63 (interacts with) I48","I63","I48",3.63385944647534e-09,5.93446515153682,9,2
"I63 (interacts with) I61","I63","I61",1.7661306603423e-06,4.32460802551156,10,2
"I63 (interacts with) I64","I63","I64",8.69190014193989e-39,4.47634498834499,13,1
"I63 (interacts with) I67","I63","I67",1.72741847641661e-08,5.17289474411026,8,1
"I63 (interacts with) I69","I63","I69",3.70059629810132e-164,5.3552109418675,12,1
"I63 (interacts with) I70","I63","I70",7.94579066237232e-07,4.99937162247078,8,2
"I63 (interacts with) I74","I63","I74",6.18840599669733e-09,6.40810977489978,9,2
"I63 (interacts with) L89","I63","L89",1.24186940168467e-19,4.46126686217009,12,2
"I63 (interacts with) N18","I63","N18",1.15314605648461e-06,5.9010989010989,18,2
"I63 (interacts with) R94","I63","R94",5.90962905555915e-09,5.53187947165658,7,2
"I64 (interacts with) G81","I64","G81",9.73389008638228e-09,5.03923182441701,12,1
"I64 (interacts with) I61","I64","I61",1.22695730179981e-11,7.96436461435021,12,1
"I64 (interacts with) I69","I64","I69",7.38888551454378e-12,4.15681818181818,12,1
"I64 (interacts with) I70","I64","I70",2.95747810844426e-11,5.84582306830907,10,2
"I64 (interacts with) L89","I64","L89",1.19678479793113e-07,4.32539503809631,13,2
"I64 (interacts with) N17","I64","N17",1.02771005600617e-06,4.837721021611,12,1
"I67 (interacts with) G40","I67","G40",2.0707659356705e-07,4.82256501262712,9,1
"I67 (interacts with) G81","I67","G81",6.0029877393037e-07,4.49026951604612,10,1
"I67 (interacts with) I24","I67","I24",4.62494333819039e-07,4.56291563699194,11,1
"I67 (interacts with) I50","I67","I50",8.09567302826056e-08,5.199700756909,9,1
"I67 (interacts with) I63","I67","I63",1.08291191559912e-10,7.42394506452014,8,2
"I67 (interacts with) I64","I67","I64",4.46303957371896e-10,6.73416822097877,11,1
"I67 (interacts with) I69","I67","I69",1.48616836692985e-15,5.00049099836334,10,1
"I69 (interacts with) A41","I69","A41",1.77249126854413e-17,6.20628958287836,12,2
"I69 (interacts with) E07","I69","E07",2.09285791344989e-09,4.57658581027218,7,1
"I69 (interacts with) F20","I69","F20",1.01398651121535e-07,4.86044657097289,12,1
"I69 (interacts with) F31","I69","F31",9.75457439092809e-10,4.44,12,2
"I69 (interacts with) G40","I69","G40",1.75790048006883e-11,4.39441747572816,10,1
"I69 (interacts with) G81","I69","G81",1.21653391622236e-36,4.25523411599073,13,1
"I69 (interacts with) I12","I69","I12",4.38552091941364e-07,4.2993151512015,11,1
"I69 (interacts with) I15","I69","I15",7.03442012807697e-09,4.6715524360033,11,1
"I69 (interacts with) I50","I69","I50",3.30595558904891e-07,4.81850069336814,9,1
"I69 (interacts with) I61","I69","I61",2.40979686645648e-15,5.90822915867781,12,2
"I69 (interacts with) I63","I69","I63",2.97934016858089e-28,4.1019352755097,11,2
"I69 (interacts with) I64","I69","I64",2.29278060764292e-21,9.51224379188017,11,1
"I69 (interacts with) I67","I69","I67",1.63360715792834e-13,4.03722701391058,10,1
"I69 (interacts with) I74","I69","I74",3.75720432620147e-11,5.63232237539767,10,1
"I69 (interacts with) L89","I69","L89",1.28560149634871e-23,6.83879399585921,12,2
"I69 (interacts with) N18","I69","N18",1.11831832110885e-08,4.06007890961263,11,1
"I69 (interacts with) R56","I69","R56",4.94001417918837e-13,4.46015110894468,12,1
"I70 (interacts with) G63","I70","G63",3.62703726050304e-10,4.26788651315789,9,2
"I70 (interacts with) H36","I70","H36",5.70776903566643e-15,4.72883344923505,9,2
"I70 (interacts with) H69","I70","H69",2.61022666210432e-06,4.91421856639248,15,2
"I70 (interacts with) I12","I70","I12",1.44674019010083e-11,4.92926259592926,11,1
"I70 (interacts with) I49","I70","I49",2.81444482863801e-06,4.01836605446485,8,2
"I70 (interacts with) M06","I70","M06",5.98937996512924e-09,5.76308443824145,6,1
"I70 (interacts with) M12","I70","M12",5.51564629367214e-09,6.0751837196156,16,1
"I73 (interacts with) D68","I73","D68",3.12556961110613e-06,4.42326315789474,8,1
"I73 (interacts with) G55","I73","G55",9.61666320804039e-09,4.37040521187274,7,2
"I73 (interacts with) G62","I73","G62",1.90842718713907e-06,4.24768628947619,7,2
"I73 (interacts with) G63","I73","G63",8.64691021298026e-32,4.76192793954807,9,1
"I73 (interacts with) G93","I73","G93",6.52267011838684e-06,4.60252385349338,8,1
"I73 (interacts with) I11","I73","I11",1.80919081889865e-06,4.26005747126437,7,2
"I73 (interacts with) I70","I73","I70",3.74185746267607e-06,4.6677987257079,7,1
"I73 (interacts with) I99","I73","I99",6.07791639275292e-07,4.01319483436272,17,2
"I73 (interacts with) M49","I73","M49",4.44388081607177e-06,4.09822025401069,9,1
"I73 (interacts with) M71","I73","M71",1.27942529272144e-05,4.25216931216931,7,1
"I73 (interacts with) N05","I73","N05",1.5234385258287e-08,4.53433304545811,7,2
"I73 (interacts with) N08","I73","N08",1.59772898592761e-07,6.02928009679371,8,1
"I73 (interacts with) R21","I73","R21",1.23221706061351e-05,4.44368380444694,8,2
"I74 (interacts with) G45","I74","G45",1.33520086517513e-07,4.38657872096358,10,1
"I74 (interacts with) I12","I74","I12",3.10470346296896e-11,7.26854219948849,11,1
"I74 (interacts with) I15","I74","I15",1.8331273604554e-08,6.48594975672724,11,2
"I74 (interacts with) I21","I74","I21",6.5231268210476e-10,7.02317290552585,9,1
"I74 (interacts with) I69","I74","I69",1.09895280369601e-06,4.86011749832676,10,2
"I74 (interacts with) L89","I74","L89",1.14829872245304e-10,5.88796082949309,12,2
"I74 (interacts with) N08","I74","N08",7.31813043366897e-06,4.12113339287164,15,2
"I83 (interacts with) J98","I83","J98",9.24867534534303e-08,4.22361733931241,15,1
"I83 (interacts with) R31","I83","R31",3.14794591262823e-08,4.11968734733757,15,2
"I84 (interacts with) D23","I84","D23",2.0706185624817e-07,6.2261427425822,17,1
"I84 (interacts with) K60","I84","K60",5.37956746668249e-22,4.25411025145068,12,2
"I84 (interacts with) K62","I84","K62",1.70942705652249e-16,4.00752688172043,4,1
"I84 (interacts with) N34","I84","N34",2.05498406585848e-06,4.09423407917384,17,1
"I88 (interacts with) D24","I88","D24",4.17289499966244e-06,4.6013986013986,3,2
"I88 (interacts with) E83","I88","E83",1.63265309222217e-09,5.84307963561563,8,2
"I95 (interacts with) I21","I95","I21",6.09494976506276e-06,4.10882160310343,12,2
"I95 (interacts with) R53","I95","R53",1.1236623457053e-08,4.04613089575072,9,2
"I99 (interacts with) I25","I99","I25",3.33982766045821e-06,4.40837362520589,9,2
"J01 (interacts with) E22","J01","E22",1.15577416260421e-05,4.27506501659044,12,1
"J01 (interacts with) J05","J01","J05",3.76340009046874e-07,5.21108076472883,15,1
"J01 (interacts with) K08","J01","K08",8.27865447852343e-08,5.96949562065841,17,2
"J01 (interacts with) M65","J01","M65",9.27339936805088e-07,5.16770186335404,18,2
"J01 (interacts with) R68","J01","R68",8.70396069874052e-06,5.06424358361231,17,2
"J02 (interacts with) J35","J02","J35",4.57321055206905e-06,4.02655826558266,17,2
"J02 (interacts with) L70","J02","L70",6.9133441180513e-06,5.18054999332532,14,2
"J03 (interacts with) L25","J03","L25",3.55412687150357e-07,4.52662721893491,18,1
"J03 (interacts with) L72","J03","L72",1.33617015835112e-06,8.09114583333333,17,1
"J05 (interacts with) G47","J05","G47",8.64107736214059e-08,5.19844693701467,4,1
"J05 (interacts with) K11","J05","K11",6.39475809060717e-06,4.50214363773923,7,1
"J10 (interacts with) A60","J10","A60",3.87200239535782e-07,4.2648559345809,8,1
"J10 (interacts with) E12","J10","E12",7.08111358725357e-11,7.67676767676768,13,1
"J10 (interacts with) H62","J10","H62",1.08038562964129e-05,4.04486797933383,2,1
"J10 (interacts with) K02","J10","K02",7.37837985547007e-10,6.53225137319328,9,1
"J10 (interacts with) S06","J10","S06",4.52790297316588e-14,5.26350245499182,0,1
"J11 (interacts with) I24","J11","I24",9.90062418872292e-06,4.58437275985663,17,2
"J11 (interacts with) J16","J11","J16",5.18971561513276e-05,4.28530786425523,14,2
"J12 (interacts with) E50","J12","E50",1.79730575529828e-05,4.22096174450117,2,2
"J12 (interacts with) J15","J12","J15",2.42133050385582e-10,6.1358574610245,3,1
"J12 (interacts with) J16","J12","J16",5.03799087850264e-09,5.16767738023044,1,1
"J12 (interacts with) L72","J12","L72",1.88450448824329e-13,6.17117286858219,3,2
"J15 (interacts with) A02","J15","A02",2.29247215802803e-11,6.91858344608506,6,2
"J15 (interacts with) B90","J15","B90",3.85622278461042e-08,4.46487138008691,10,2
"J15 (interacts with) G03","J15","G03",5.73889796684491e-07,5.2135125698324,3,2
"J15 (interacts with) J43","J15","J43",9.3482115060471e-08,6.57441966317706,10,2
"J15 (interacts with) J47","J15","J47",1.12838095331229e-09,4.12955919945134,7,2
"J15 (interacts with) K40","J15","K40",3.28424127730587e-06,5.08558746736292,2,2
"J15 (interacts with) N17","J15","N17",1.35831655725049e-05,4.05960921904301,8,1
"J15 (interacts with) S66","J15","S66",3.51414242430904e-06,5.44668587896254,0,2
"J16 (interacts with) E07","J16","E07",4.50236619010389e-07,4.25439816827522,1,1
"J16 (interacts with) J12","J16","J12",7.96670253612222e-12,6.1213331497039,1,2
"J16 (interacts with) K92","J16","K92",9.81813708506014e-09,5.1565578817734,2,2
"J18 (interacts with) B90","J18","B90",4.21620154046122e-09,4.00733692536971,8,1
"J21 (interacts with) D34","J21","D34",4.86221476853208e-06,5.1822073329611,15,1
"J21 (interacts with) G44","J21","G44",3.12145726642063e-07,4.18110236220472,18,2
"J21 (interacts with) M45","J21","M45",4.39659210534432e-07,4.22213642213642,6,1
"J21 (interacts with) T31","J21","T31",6.3312595924616e-06,5.0547263681592,16,2
"J22 (interacts with) K77","J22","K77",3.23481199838705e-05,4.16837696335079,14,1
"J22 (interacts with) N48","J22","N48",1.75709049932599e-05,4.27580952380952,15,1
"J31 (interacts with) B09","J31","B09",7.47804967161243e-07,4.69707554277104,8,1
"J31 (interacts with) D13","J31","D13",1.66415597795929e-06,5.20513568718996,17,2
"J31 (interacts with) F33","J31","F33",4.92482395530967e-06,4.30688753269398,17,2
"J31 (interacts with) H72","J31","H72",3.25790369427016e-06,6.26900056465274,16,2
"J31 (interacts with) J01","J31","J01",7.14366998699703e-08,4.76483516483516,18,2
"J31 (interacts with) L20","J31","L20",1.18466378248549e-07,5.1457000710732,18,2
"J31 (interacts with) N21","J31","N21",1.2270937391966e-05,4.78745404411765,16,2
"J32 (interacts with) H44","J32","H44",2.24626344314009e-07,4.2198673477167,5,1
"J32 (interacts with) H62","J32","H62",1.23138233606984e-07,4.01105791153671,16,2
"J32 (interacts with) H92","J32","H92",3.33638927660056e-06,5.02857142857143,16,1
"J32 (interacts with) J33","J32","J33",4.63443778755678e-12,4.24752752379175,15,2
"J32 (interacts with) K63","J32","K63",1.6308959976418e-06,5.56446370530878,17,1
"J32 (interacts with) L42","J32","L42",6.10144473074559e-05,4.05261414594374,12,1
"J32 (interacts with) M43","J32","M43",2.92365598456322e-08,4.7527950310559,17,1
"J32 (interacts with) R43","J32","R43",5.52265622172411e-22,4.06419220371036,7,1
"J33 (interacts with) B17","J33","B17",7.00343183721556e-09,6.04685004436557,15,2
"J33 (interacts with) B18","J33","B18",4.6238688973059e-09,6.98729166666667,2,2
"J33 (interacts with) G93","J33","G93",5.38160985268482e-07,4.24075737165095,15,2
"J33 (interacts with) J32","J33","J32",4.64918044922471e-25,5.64359504132231,15,2
"J33 (interacts with) J46","J33","J46",1.4393962150006e-08,4.34365538961699,10,1
"J33 (interacts with) L98","J33","L98",2.41551505414777e-06,4.53830542871639,13,1
"J33 (interacts with) R43","J33","R43",4.37144638952756e-21,9.07470798182998,8,1
"J33 (interacts with) T17","J33","T17",3.97072450751125e-08,4.93759611972081,2,2
"J34 (interacts with) A56","J34","A56",3.2923701266627e-07,4.79951884522855,11,1
"J34 (interacts with) C16","J34","C16",1.15799781835477e-06,4.09432978945174,16,2
"J34 (interacts with) J38","J34","J38",6.4960541266218e-09,4.72859098514425,16,2
"J34 (interacts with) K22","J34","K22",5.49065557561512e-07,4.66441207075963,16,2
"J34 (interacts with) N18","J34","N18",8.77861979627633e-06,5.34088058203713,3,2
"J34 (interacts with) S02","J34","S02",2.35180021946377e-06,4.62407142857143,16,2
"J34 (interacts with) S67","J34","S67",1.15828516834699e-05,4.80235070434707,15,1
"J34 (interacts with) T22","J34","T22",1.47308337493404e-05,4.01184865147945,14,1
"J35 (interacts with) J16","J35","J16",9.55578751885281e-12,12.6782771535581,3,1
"J35 (interacts with) J38","J35","J38",7.17183986583588e-09,4.15857461024499,15,1
"J35 (interacts with) L70","J35","L70",1.61581639082617e-05,4.0707702435813,8,1
"J35 (interacts with) R39","J35","R39",4.99429040739866e-06,4.0772476468679,14,1
"J37 (interacts with) B33","J37","B33",9.76135946506028e-06,4.55667811343917,3,1
"J37 (interacts with) J16","J37","J16",6.52406738994533e-07,4.63925729442971,13,2
"J37 (interacts with) L81","J37","L81",3.22142393402947e-05,4.30012997754933,12,1
"J37 (interacts with) M94","J37","M94",7.29438933448525e-06,4.23015873015873,6,1
"J37 (interacts with) N02","J37","N02",8.57902109560677e-07,5.39169472502806,16,2
"J37 (interacts with) R43","J37","R43",2.13951953888431e-07,4.10925582354154,7,1
"J37 (interacts with) R68","J37","R68",1.7842612650799e-05,4.22417840375587,16,2
"J37 (interacts with) Z01","J37","Z01",3.59227657823537e-06,4.45955555555556,3,2
"J38 (interacts with) D34","J38","D34",3.96487917159035e-07,4.58857142857143,14,1
"J38 (interacts with) E14","J38","E14",1.62826250880814e-11,4.05145413870246,17,1
"J38 (interacts with) H69","J38","H69",4.03465291714419e-05,4.04861045690061,14,2
"J38 (interacts with) J33","J38","J33",3.53243255545835e-08,6.48143369175627,15,2
"J38 (interacts with) L74","J38","L74",5.35338847667064e-07,5.3317916644768,11,1
"J38 (interacts with) R32","J38","R32",1.64723282230281e-05,4.4962962962963,10,1
"J38 (interacts with) T21","J38","T21",1.81586539255764e-12,4.00547626949884,11,2
"J39 (interacts with) H66","J39","H66",9.44008481095302e-11,6.51442569406641,17,2
"J39 (interacts with) H83","J39","H83",1.23682440008875e-06,5.29396825396825,14,1
"J39 (interacts with) J21","J39","J21",1.1398300111381e-08,5.05745515695067,17,2
"J39 (interacts with) L56","J39","L56",2.53793208634329e-08,5.64404704142695,11,2
"J41 (interacts with) F31","J41","F31",1.26996855958623e-06,4.88837823863963,5,1
"J41 (interacts with) G90","J41","G90",9.08777929569532e-12,4.68171549835706,4,2
"J41 (interacts with) I12","J41","I12",2.22817318056701e-06,4.40038167938931,17,2
"J41 (interacts with) L42","J41","L42",2.10030938425364e-06,4.01186837702175,10,1
"J41 (interacts with) N13","J41","N13",5.05852838864154e-08,5.58169103623649,4,1
"J42 (interacts with) B90","J42","B90",3.6160360023516e-13,4.67849803332302,8,1
"J42 (interacts with) J47","J42","J47",1.17549319112271e-05,4.91659002476123,1,1
"J42 (interacts with) S42","J42","S42",8.27639372823208e-07,4.01182893539581,0,2
"J43 (interacts with) A16","J43","A16",2.97967324962712e-07,5.04560999969735,13,2
"J43 (interacts with) B90","J43","B90",3.43499867028809e-10,6.97714285714286,11,1
"J43 (interacts with) J15","J43","J15",1.48940642441968e-07,4.7843567251462,9,1
"J43 (interacts with) J44","J43","J44",2.88155354532606e-10,5.19064488143436,9,1
"J43 (interacts with) J46","J43","J46",9.32615867089966e-14,4.0282393456737,16,1
"J43 (interacts with) J47","J43","J47",2.49843748081069e-16,10.3307627741055,9,1
"J43 (interacts with) L20","J43","L20",1.26921520797654e-07,4.37343147426737,5,1
"J44 (interacts with) A02","J44","A02",1.85382823458926e-06,5.28159794857953,9,1
"J44 (interacts with) A16","J44","A16",3.42841949647397e-15,4.50371398527865,9,2
"J44 (interacts with) B90","J44","B90",2.45313792280918e-09,4.43575757575758,17,1
"J44 (interacts with) J43","J44","J43",1.74780038410833e-14,4.05260418106268,10,1
"J44 (interacts with) J46","J44","J46",4.99160142422241e-70,4.4913774862463,13,1
"J44 (interacts with) J47","J44","J47",4.36488407892974e-24,4.31558269244199,10,2
"J44 (interacts with) M81","J44","M81",1.63057018283566e-05,4.27491573744721,7,1
"J44 (interacts with) R06","J44","R06",1.35088573079069e-09,5.06019841937111,3,2
"J45 (interacts with) E66","J45","E66",3.93698800261205e-06,4.13503378879642,5,1
"J45 (interacts with) J46","J45","J46",1.60438254413356e-81,4.1887443781899,13,1
"J46 (interacts with) A16","J46","A16",1.79743514618474e-09,6.2844295991778,11,2
"J46 (interacts with) B37","J46","B37",3.07022155095761e-06,4.87888198757764,2,1
"J46 (interacts with) B90","J46","B90",9.637291164102e-07,5.16467236467236,15,2
"J46 (interacts with) D68","J46","D68",1.6521113658472e-10,9.27573529411765,2,1
"J46 (interacts with) E03","J46","E03",4.7767884703873e-07,4.6047507788162,2,1
"J46 (interacts with) F48","J46","F48",7.08350871619548e-07,4.09054608695652,8,1
"J46 (interacts with) H92","J46","H92",1.54706695252574e-07,4.55722093317352,9,2
"J46 (interacts with) J41","J46","J41",2.73083205820651e-23,4.94335845501649,10,1
"J46 (interacts with) J43","J46","J43",1.55546599357347e-14,5.22814187709823,13,1
"J46 (interacts with) J44","J46","J44",1.01158831323409e-13,4.18684497316236,11,2
"J46 (interacts with) J47","J46","J47",2.27437759663255e-11,4.42534611288605,13,2
"J46 (interacts with) K14","J46","K14",2.33079980162322e-06,4.46901233445465,12,1
"J46 (interacts with) K85","J46","K85",1.31092425007012e-05,4.35612338858195,2,1
"J46 (interacts with) M80","J46","M80",4.3899059519964e-07,5.19076479076479,13,1
"J46 (interacts with) R63","J46","R63",6.9360622684777e-07,4.07225653608596,1,2
"J47 (interacts with) A15","J47","A15",1.93697468107592e-13,9.72894006727393,8,2
"J47 (interacts with) A16","J47","A16",7.67614588260188e-18,5.90888335408883,10,2
"J47 (interacts with) B66","J47","B66",2.39950437175113e-05,4.1864174241125,11,2
"J47 (interacts with) B90","J47","B90",1.5186992611107e-15,5.20653409090909,12,1
"J47 (interacts with) F41","J47","F41",1.00423630578079e-09,4.17367303069233,4,1
"J47 (interacts with) J37","J47","J37",6.04715320360938e-08,6.24031007751938,17,2
"J47 (interacts with) J43","J47","J43",1.21143285236944e-13,7.27486501847116,9,1
"J47 (interacts with) J44","J47","J44",1.37277056284636e-25,5.03409490333919,9,1
"J47 (interacts with) J46","J47","J46",2.20880267130279e-21,4.33687237336872,15,2
"J47 (interacts with) L63","J47","L63",2.56761644938768e-06,4.55483671258319,5,2
"J47 (interacts with) N10","J47","N10",9.03209270170525e-09,4.10850345025877,10,1
"J47 (interacts with) R39","J47","R39",7.2536378051667e-06,4.15274550568668,9,2
"J90 (interacts with) A16","J90","A16",5.16392355889005e-09,5.34562697576396,10,1
"J90 (interacts with) A41","J90","A41",2.2005275021219e-05,4.03127221037669,12,1
"J90 (interacts with) E13","J90","E13",1.13753841839677e-05,4.22159775190686,9,1
"J90 (interacts with) E44","J90","E44",2.81105961028521e-10,8.15411698276148,10,1
"J90 (interacts with) E87","J90","E87",6.23004547024266e-09,6.09202733485194,7,1
"J90 (interacts with) I48","J90","I48",5.1251483206733e-07,5.26363605998864,9,1
"J90 (interacts with) I95","J90","I95",1.15516445421706e-06,4.56406662269129,12,1
"J98 (interacts with) A15","J98","A15",3.44451374924869e-10,8.28205453392517,10,2
"J98 (interacts with) B16","J98","B16",9.38527145673405e-06,4.32095876325214,10,1
"J98 (interacts with) B19","J98","B19",1.14757731329945e-05,4.3937908496732,14,2
"J98 (interacts with) B90","J98","B90",2.06230569303785e-10,6.31099033816425,13,2
"J98 (interacts with) C79","J98","C79",1.10090378937356e-05,4.01238390092879,14,2
"J98 (interacts with) K12","J98","K12",2.44946985116144e-10,4.23419689119171,4,2
"K00 (interacts with) K02","K00","K02",3.0945503053857e-47,9.99197560584176,2,1
"K00 (interacts with) K04","K00","K04",7.48819255650658e-18,14.6438104371454,2,2
"K00 (interacts with) K05","K00","K05",1.59845627420882e-10,5.0272817901839,2,1
"K00 (interacts with) K08","K00","K08",2.38973916825769e-16,12.7577339318648,2,2
"K02 (interacts with) J10","K02","J10",1.02861643402769e-07,5.38013245033113,10,2
"K02 (interacts with) K00","K02","K00",5.83297172570633e-77,12.8256374378109,2,1
"K02 (interacts with) K04","K02","K04",1.86881815895201e-42,22.5928990364474,2,1
"K02 (interacts with) K05","K02","K05",3.31035014108095e-22,5.38449757508721,9,2
"K02 (interacts with) K08","K02","K08",8.41960649289303e-33,7.75026068821689,13,1
"K02 (interacts with) K22","K02","K22",2.68085259964603e-05,4.02033772956983,10,2
"K02 (interacts with) L24","K02","L24",6.93956811130439e-08,4.18573797678275,17,1
"K02 (interacts with) R81","K02","R81",2.46833749596986e-07,4.18946808510638,9,1
"K02 (interacts with) Z00","K02","Z00",8.58473129331464e-06,4.56123743349931,3,2
"K02 (interacts with) Z01","K02","Z01",5.61404987052442e-12,4.62012370930777,2,1
"K04 (interacts with) H13","K04","H13",2.89282768194048e-07,5.47217844587223,15,2
"K04 (interacts with) I21","K04","I21",2.85066579809061e-06,4.58841698841699,10,2
"K04 (interacts with) J10","K04","J10",5.19522634957824e-11,9.17451971688574,11,1
"K04 (interacts with) K00","K04","K00",2.04348517293952e-32,21.5219638242894,2,2
"K04 (interacts with) K02","K04","K02",1.13065980331943e-35,14.7056563581726,11,1
"K04 (interacts with) K05","K04","K05",3.30709477348277e-22,4.48831690397955,12,1
"K04 (interacts with) K08","K04","K08",1.03047097819544e-22,7.61863204974365,15,1
"K04 (interacts with) M49","K04","M49",3.96192331492398e-09,5.50351937433345,15,1
"K04 (interacts with) Z01","K04","Z01",1.80345781700545e-08,4.13492063492063,14,1
"K05 (interacts with) J10","K05","J10",3.14796057718635e-12,4.06374187896927,11,2
"K05 (interacts with) K02","K05","K02",1.09441939720438e-26,4.09296883310286,13,1
"K05 (interacts with) K04","K05","K04",8.63590046910963e-41,7.24472891566265,12,1
"K05 (interacts with) K08","K05","K08",1.49760842165536e-31,5.0875207021731,13,1
"K05 (interacts with) K73","K05","K73",3.09179905957041e-06,4.68796137564286,2,2
"K05 (interacts with) Z01","K05","Z01",1.08704370883156e-08,6.47459324155194,8,1
"K07 (interacts with) H69","K07","H69",1.02513387806802e-06,5.12404594865469,9,2
"K08 (interacts with) K00","K08","K00",1.01850424719401e-20,14.9640773230659,2,1
"K08 (interacts with) K02","K08","K02",4.35182129546357e-19,7.12175102599179,13,2
"K08 (interacts with) K04","K08","K04",4.72142924864602e-11,6.21206220419202,13,2
"K08 (interacts with) K05","K08","K05",6.64231447395253e-13,6.9348861831657,9,1
"K08 (interacts with) Z03","K08","Z03",1.35069874184427e-09,5.94647820217581,8,1
"K11 (interacts with) E03","K11","E03",2.03940462424779e-07,4.04500171762281,10,1
"K11 (interacts with) E66","K11","E66",1.49640621188675e-06,4.90057491260334,5,2
"K11 (interacts with) H65","K11","H65",4.51721921173147e-10,4.31736512696033,12,1
"K11 (interacts with) K92","K11","K92",5.16931523098786e-09,4.45989435188948,12,1
"K12 (interacts with) B35","K12","B35",1.055631796193e-07,4.04301075268817,18,1
"K12 (interacts with) I21","K12","I21",1.56848810939302e-06,5.03206130747576,4,2
"K12 (interacts with) K05","K12","K05",1.80541952098973e-06,5.31465123362778,18,2
"K12 (interacts with) K11","K12","K11",3.04031539377521e-06,4.06868486352357,15,1
"K12 (interacts with) K14","K12","K14",1.83093409352162e-64,6.33774073822618,9,1
"K12 (interacts with) M00","K12","M00",6.75930302616467e-07,5.30810810810811,17,2
"K12 (interacts with) M35","K12","M35",6.58133629365663e-15,4.15621871871872,9,1
"K12 (interacts with) M81","K12","M81",1.88700850500278e-05,4.13541666666667,3,2
"K12 (interacts with) N70","K12","N70",3.91667317650392e-07,8.23111280053217,15,2
"K13 (interacts with) H26","K13","H26",9.06396887985422e-07,4.80066743678603,8,1
"K13 (interacts with) K14","K13","K14",6.40710865299682e-08,4.26584303476677,11,2
"K13 (interacts with) L56","K13","L56",4.40813145199315e-06,4.31448004994018,5,2
"K13 (interacts with) M24","K13","M24",1.38190281300864e-07,4.99045464577356,3,2
"K13 (interacts with) N61","K13","N61",7.49640888215143e-06,4.37801104972376,8,2
"K14 (interacts with) A49","K14","A49",2.50610143554485e-06,4.87206620539954,13,1
"K14 (interacts with) G50","K14","G50",3.13720719032194e-07,4.18994494349464,12,1
"K14 (interacts with) H92","K14","H92",8.40143867663897e-07,4.34225505631585,13,1
"K14 (interacts with) J05","K14","J05",2.74662302050299e-05,4.01384609532504,8,2
"K14 (interacts with) K11","K14","K11",4.71878636815723e-11,4.45128205128205,13,2
"K14 (interacts with) K13","K14","K13",5.92512795115985e-11,5.70947836693693,11,2
"K14 (interacts with) K22","K14","K22",5.72365394700502e-06,4.5500809622947,9,1
