"key","riskFactor.kcd","disease.kcd","pValue","RR","age","sex"
"K14 (interacts with) L71","K14","L71",1.29916436224941e-10,10.1906565656566,14,2
"K14 (interacts with) R45","K14","R45",3.51748211170205e-10,7.24160896130346,6,2
"K14 (interacts with) S53","K14","S53",1.30809280465454e-05,4.00830162573504,4,2
"K20 (interacts with) B07","K20","B07",1.47866346972609e-06,4.19772838299951,3,1
"K20 (interacts with) G50","K20","G50",1.54816741670618e-06,4.73644553644554,16,2
"K20 (interacts with) K11","K20","K11",1.56194377642901e-05,4.25444444444444,10,1
"K20 (interacts with) K51","K20","K51",3.91058289920868e-05,4.02312925170068,10,2
"K20 (interacts with) N21","K20","N21",6.46304397906269e-07,4.24485878548999,9,2
"K20 (interacts with) R56","K20","R56",4.18791606805544e-06,4.04665651121006,9,2
"K20 (interacts with) Z00","K20","Z00",3.17093420988413e-05,4.03991893070628,9,1
"K21 (interacts with) D12","K21","D12",7.07568490793864e-07,5.6964406779661,3,1
"K21 (interacts with) N95","K21","N95",1.98949025750647e-06,5.88735494197679,3,2
"K22 (interacts with) D69","K22","D69",7.00597544098617e-06,4.50708255830591,9,1
"K22 (interacts with) I64","K22","I64",1.32912140630733e-05,4.2420543528328,12,1
"K22 (interacts with) L40","K22","L40",1.18958574295204e-06,4.80183332060194,6,2
"K22 (interacts with) M46","K22","M46",7.32276355239153e-08,6.22573131735818,9,1
"K22 (interacts with) N13","K22","N13",1.96005209952344e-06,4.48690715986083,11,2
"K22 (interacts with) N93","K22","N93",7.70067712800659e-06,4.05296184738956,14,2
"K22 (interacts with) S20","K22","S20",6.53189678020012e-07,4.16362036284863,5,2
"K22 (interacts with) S67","K22","S67",4.53044453142437e-07,5.1197400990099,6,1
"K25 (interacts with) K51","K25","K51",5.09124580529148e-08,4.12918770484542,4,1
"K25 (interacts with) R17","K25","R17",9.81529211218941e-08,5.60787638967402,3,2
"K26 (interacts with) F54","K26","F54",2.53192310861721e-05,4.46124031007752,16,2
"K26 (interacts with) G03","K26","G03",6.71336299424975e-06,4.42295378619154,5,1
"K26 (interacts with) H43","K26","H43",1.19945515018973e-05,4.33847320525784,17,1
"K26 (interacts with) K86","K26","K86",1.59393701336493e-06,4.68734733756717,17,1
"K26 (interacts with) N17","K26","N17",3.46228789806485e-06,4.65840831210716,5,1
"K26 (interacts with) N21","K26","N21",6.80478622456155e-06,4.00482541384626,4,1
"K26 (interacts with) R14","K26","R14",9.26037172623523e-06,4.01622883829539,3,1
"K26 (interacts with) Z71","K26","Z71",5.81028903722394e-06,5.26170798898072,17,1
"K27 (interacts with) E13","K27","E13",3.05526437043826e-07,6.72762353672433,4,1
"K27 (interacts with) F54","K27","F54",2.73316073287022e-07,4.0835472666868,4,1
"K27 (interacts with) K72","K27","K72",5.49716780213032e-06,4.87968022296381,2,2
"K29 (interacts with) B33","K29","B33",4.02550241797561e-05,4.050822122571,15,2
"K35 (interacts with) B07","K35","B07",2.85311701238323e-06,4.35576638592477,11,2
"K35 (interacts with) B66","K35","B66",3.21289270036552e-08,5.92214239586697,10,2
"K35 (interacts with) C34","K35","C34",2.67727771256559e-06,4.0796318527411,10,1
"K35 (interacts with) K57","K35","K57",1.29146366884462e-06,5.40590163934426,4,2
"K35 (interacts with) M46","K35","M46",9.62140540206941e-07,5.35209653740108,8,1
"K35 (interacts with) N13","K35","N13",2.07237930655884e-07,4.43799955457672,10,2
"K40 (interacts with) R56","K40","R56",1.80347983035331e-07,4.61654411764706,14,1
"K50 (interacts with) A05","K50","A05",7.10180130266375e-09,5.49868609651218,5,2
"K50 (interacts with) G57","K50","G57",4.38166638556201e-06,4.08732635911507,8,2
"K50 (interacts with) J46","K50","J46",4.37366381511438e-06,4.12238232110195,11,2
"K50 (interacts with) K11","K50","K11",1.10578235414234e-07,5.22819633353046,11,2
"K50 (interacts with) K63","K50","K63",4.03356485371774e-09,5.68681646450587,5,1
"K50 (interacts with) M48","K50","M48",2.28441181013503e-06,4.40350438047559,5,1
"K51 (interacts with) D50","K51","D50",4.81215920729637e-12,4.21118930330753,7,1
"K51 (interacts with) J10","K51","J10",1.73978876301033e-05,4.08888888888889,11,2
"K51 (interacts with) J31","K51","J31",4.09918087349268e-08,4.51216931216931,16,2
"K51 (interacts with) J35","K51","J35",1.31164653658195e-06,4.29826699676252,14,1
"K51 (interacts with) M49","K51","M49",6.1683544531551e-06,4.18475750577367,15,2
"K51 (interacts with) N32","K51","N32",1.075855486757e-06,4.44447115384615,12,1
"K51 (interacts with) R45","K51","R45",3.80474758900317e-07,4.03009408891762,12,2
"K52 (interacts with) K61","K52","K61",6.24474460147619e-06,5.07113924050633,16,1
"K56 (interacts with) I95","K56","I95",7.69679305937981e-06,4.14999321297679,12,2
"K56 (interacts with) K04","K56","K04",1.35311070852924e-06,4.00562320916905,12,2
"K56 (interacts with) K51","K56","K51",1.08284622768806e-06,5.28147443108073,10,1
"K56 (interacts with) K81","K56","K81",1.70403999706252e-07,5.9423214427584,8,1
"K56 (interacts with) L98","K56","L98",3.42488379440664e-05,4.04752008436986,10,2
"K56 (interacts with) M80","K56","M80",3.40440749587153e-07,5.14705060106234,12,1
"K56 (interacts with) N05","K56","N05",1.04461236511223e-05,4.06043729372937,6,2
"K56 (interacts with) R68","K56","R68",1.78964735880846e-05,4.25344973246973,8,2
"K57 (interacts with) H92","K57","H92",6.11522339424352e-07,4.86453270766996,10,2
"K57 (interacts with) K70","K57","K70",2.31431700207139e-07,4.36251143451143,6,1
"K57 (interacts with) K75","K57","K75",2.13296969955208e-09,5.670200252264,7,2
"K57 (interacts with) R39","K57","R39",3.87399469369058e-09,7.07142857142857,10,1
"K58 (interacts with) K63","K58","K63",6.07484880382935e-06,6.93728222996516,18,2
"K59 (interacts with) R32","K59","R32",1.01030540956634e-05,5.10205183585313,3,1
"K60 (interacts with) I84","K60","I84",1.55746174793629e-07,4.07103325990006,2,1
"K60 (interacts with) J33","K60","J33",1.38295341116017e-06,4.7958963757917,1,2
"K60 (interacts with) K61","K60","K61",4.25403699364133e-08,5.71355892845834,4,1
"K60 (interacts with) K62","K60","K62",5.79123248636558e-08,5.20576164802446,14,2
"K60 (interacts with) L84","K60","L84",1.59018141680969e-06,4.48397895743663,15,1
"K60 (interacts with) N71","K60","N71",5.24141216279578e-08,4.86818734224549,13,2
"K60 (interacts with) T14","K60","T14",8.78489912674224e-07,4.64144736842105,15,1
"K61 (interacts with) E50","K61","E50",4.86115679766871e-07,5.48798674399337,6,1
"K61 (interacts with) J22","K61","J22",1.78601899420162e-11,4.31989802719275,4,2
"K61 (interacts with) K60","K61","K60",5.46102888988624e-29,5.48407799333725,7,1
"K62 (interacts with) F33","K62","F33",1.16979585087528e-08,4.21626267407389,11,1
"K62 (interacts with) G57","K62","G57",1.41780553074998e-07,4.52671579917089,16,1
"K62 (interacts with) I47","K62","I47",4.17684238770909e-08,6.15802756746263,16,1
"K62 (interacts with) K13","K62","K13",6.66295711160647e-08,5.28545089855542,4,2
"K62 (interacts with) K40","K62","K40",5.25481814184345e-07,5.20052596975674,16,1
"K62 (interacts with) K51","K62","K51",4.28146520162038e-07,4.43028634361233,12,1
"K62 (interacts with) K60","K62","K60",2.12501399957734e-10,7.69090909090909,15,1
"K63 (interacts with) A56","K63","A56",1.17547950653101e-06,4.71715754412652,7,1
"K63 (interacts with) H15","K63","H15",2.91093353599048e-10,4.93883250459778,1,2
"K63 (interacts with) H33","K63","H33",4.76465626776385e-06,4.72886075949367,8,1
"K63 (interacts with) I50","K63","I50",5.08424693995539e-06,4.67724590163934,7,1
"K63 (interacts with) K22","K63","K22",3.83155344947047e-08,5.33086035658729,7,1
"K63 (interacts with) M12","K63","M12",1.94300165549465e-06,4.19340659340659,7,1
"K63 (interacts with) R43","K63","R43",3.01825810358483e-08,5.53497979669862,10,1
"K70 (interacts with) B08","K70","B08",1.48607261570461e-05,4.09784153823133,11,2
"K70 (interacts with) C22","K70","C22",3.62642844277708e-10,6.84584178498986,7,2
"K70 (interacts with) F10","K70","F10",6.26964170216401e-14,6.04611876075732,9,2
"K70 (interacts with) F33","K70","F33",1.52806229189169e-07,5.94996978851964,5,2
"K70 (interacts with) I50","K70","I50",6.78569250355404e-08,4.01871805297398,8,2
"K70 (interacts with) I64","K70","I64",3.94154553886803e-07,4.14009298061812,8,1
"K70 (interacts with) K74","K70","K74",9.56037365693851e-15,7.74075523380943,8,2
"K70 (interacts with) K80","K70","K80",2.3936690808236e-06,4.44100076179784,5,2
"K70 (interacts with) L56","K70","L56",1.05857350775982e-06,4.66877420824789,6,1
"K70 (interacts with) N02","K70","N02",7.67303836605931e-06,4.21045874277813,5,1
"K70 (interacts with) N17","K70","N17",7.81686803240827e-07,4.00591357456194,9,2
"K70 (interacts with) R18","K70","R18",5.08328011314195e-30,4.18752788933512,9,1
"K70 (interacts with) R43","K70","R43",3.0300595419437e-05,4.05559352927774,7,2
"K71 (interacts with) A02","K71","A02",1.05781761809223e-06,5.03993375046007,12,1
"K71 (interacts with) D53","K71","D53",6.16131013020805e-11,8.57877159866415,6,2
"K71 (interacts with) D69","K71","D69",3.16394331772076e-08,4.23978179449601,8,1
"K71 (interacts with) E46","K71","E46",1.00818790825382e-07,4.29265536723164,10,1
"K71 (interacts with) H35","K71","H35",1.44788361338399e-07,4.6567021174667,1,2
"K71 (interacts with) K74","K71","K74",3.48114457499651e-06,4.48158130045464,8,2
"K71 (interacts with) K81","K71","K81",1.77171903580594e-06,4.68315789473684,7,1
"K71 (interacts with) R17","K71","R17",4.96317170034712e-06,4.11196754563895,12,2
"K71 (interacts with) R18","K71","R18",4.27235707370995e-05,4.04863321093431,8,1
"K72 (interacts with) A41","K72","A41",3.97463104477095e-09,5.10618209067066,11,1
"K72 (interacts with) C22","K72","C22",1.06653557845127e-06,4.43534482758621,15,2
"K72 (interacts with) E05","K72","E05",1.51058874759992e-09,4.84986251145738,6,1
"K72 (interacts with) E83","K72","E83",2.10204305065364e-05,4.17447530209879,9,1
"K72 (interacts with) E88","K72","E88",8.36507629329293e-09,4.87373990133696,11,1
"K72 (interacts with) F10","K72","F10",8.07959607500168e-10,8.0571968687138,9,2
"K72 (interacts with) G93","K72","G93",1.57070804868002e-06,4.00374611252474,15,2
"K72 (interacts with) R17","K72","R17",1.92309504033744e-08,5.56271435570799,11,1
"K72 (interacts with) R18","K72","R18",2.95563550238328e-17,7.21126312440344,11,1
"K73 (interacts with) B18","K73","B18",5.39128664644175e-06,4.16569980907622,2,1
"K73 (interacts with) C22","K73","C22",2.90649190130621e-18,5.87966441272226,5,1
"K73 (interacts with) K71","K73","K71",1.08844648494657e-05,4.34248741912293,3,2
"K73 (interacts with) K74","K73","K74",1.56432501464384e-31,6.99511580443832,6,1
"K73 (interacts with) N03","K73","N03",4.54244185477448e-07,4.8984102856419,16,2
"K73 (interacts with) N17","K73","N17",1.84459592356551e-05,4.11088964511424,5,1
"K73 (interacts with) R18","K73","R18",1.03305247205388e-06,4.12044105173876,6,2
"K73 (interacts with) Z22","K73","Z22",1.68753709240468e-22,5.13627468867496,6,2
"K74 (interacts with) A41","K74","A41",5.8559694335529e-19,5.07877042754628,11,1
"K74 (interacts with) A49","K74","A49",2.48392355178688e-09,5.69678059395801,14,2
"K74 (interacts with) B16","K74","B16",1.73415493322047e-10,5.33392608782039,9,2
"K74 (interacts with) B18","K74","B18",2.20654705907932e-31,5.34408030946933,9,2
"K74 (interacts with) B66","K74","B66",8.21400467335384e-06,4.59459459459459,13,2
"K74 (interacts with) C22","K74","C22",1.68405639618536e-111,7.61406357149476,11,1
"K74 (interacts with) C78","K74","C78",3.64334452636325e-13,6.98255144032922,10,2
"K74 (interacts with) D62","K74","D62",2.99869590647017e-14,6.66899310579624,9,1
"K74 (interacts with) D63","K74","D63",9.20935388967116e-11,4.78201847112496,10,1
"K74 (interacts with) D68","K74","D68",6.4685410533026e-38,6.74757468159793,10,1
"K74 (interacts with) D69","K74","D69",1.61509976536128e-43,5.76032076032076,12,1
"K74 (interacts with) E10","K74","E10",7.93036967888313e-09,4.65725,8,1
"K74 (interacts with) E14","K74","E14",1.815029952197e-09,6.02596397410639,5,1
"K74 (interacts with) E44","K74","E44",1.25142903473473e-11,4.16575440786394,10,1
"K74 (interacts with) E46","K74","E46",7.41552465469595e-09,4.42678598513575,13,2
"K74 (interacts with) E87","K74","E87",1.60399556260727e-09,4.01097070720986,7,1
"K74 (interacts with) E88","K74","E88",9.54728241148669e-31,6.16937144740094,11,1
"K74 (interacts with) G63","K74","G63",3.20492980402987e-11,4.27327018121911,9,2
"K74 (interacts with) I95","K74","I95",6.46610800055711e-06,4.00895925380461,9,1
"K74 (interacts with) J90","K74","J90",1.10182671661637e-18,5.68598402323893,9,1
"K74 (interacts with) K70","K74","K70",2.34412532490115e-16,4.55926581158779,9,2
"K74 (interacts with) K72","K74","K72",1.5356639976784e-86,6.90365987328123,13,1
"K74 (interacts with) K73","K74","K73",7.93758884701476e-12,4.98524725598961,5,1
"K74 (interacts with) K80","K74","K80",3.88836083971052e-12,4.16467715680955,8,1
"K74 (interacts with) K81","K74","K81",3.34509461227167e-07,5.61008074051552,9,2
"K74 (interacts with) N17","K74","N17",2.38430394392938e-13,5.02680449392089,9,1
"K74 (interacts with) R17","K74","R17",1.46474205376883e-17,5.60226535602016,11,1
"K74 (interacts with) R18","K74","R18",3.88336119686557e-120,12.9721807669279,12,1
"K74 (interacts with) Z22","K74","Z22",6.42818174677258e-22,13.0578644661165,7,1
"K75 (interacts with) C22","K75","C22",1.43407853374651e-06,4.04258868008451,6,1
"K75 (interacts with) D34","K75","D34",5.3913883553785e-07,4.05786966656532,7,1
"K75 (interacts with) E14","K75","E14",5.38757031563666e-06,4.15069060773481,4,1
"K75 (interacts with) K22","K75","K22",6.25449885588056e-07,4.97260101010101,6,2
"K75 (interacts with) K74","K75","K74",3.50392701835663e-07,4.81578947368421,8,2
"K75 (interacts with) M05","K75","M05",5.34841253728345e-09,7.56958128078818,5,2
"K75 (interacts with) N03","K75","N03",1.18254978940943e-08,4.10445888926902,11,1
"K75 (interacts with) N08","K75","N08",6.69938931245359e-06,4.68827404479578,7,1
"K76 (interacts with) C22","K76","C22",1.15288712999135e-07,4.26596494136173,4,1
"K76 (interacts with) F33","K76","F33",3.21322999445045e-09,4.12298450341929,5,1
"K76 (interacts with) H35","K76","H35",1.60647935012374e-06,4.48883666274971,18,1
"K76 (interacts with) I13","K76","I13",8.04701117801812e-08,7.03610954263128,5,1
"K77 (interacts with) D68","K77","D68",3.38585097304091e-06,4.56167364016736,12,2
"K77 (interacts with) K86","K77","K86",2.07683589113988e-13,7.68468158347676,7,2
"K80 (interacts with) B19","K80","B19",1.48301561568547e-06,4.29036486781735,9,1
"K80 (interacts with) C22","K80","C22",2.83787338523725e-11,4.09483773331091,11,2
"K80 (interacts with) E44","K80","E44",1.45043122667213e-09,4.51242236024845,12,2
"K80 (interacts with) I25","K80","I25",1.28115320816997e-07,4.86079454942039,8,2
"K80 (interacts with) I95","K80","I95",6.42056971962707e-08,4.52969283276451,11,1
"K80 (interacts with) K57","K80","K57",3.68264392651124e-08,6.46386595632193,8,2
"K80 (interacts with) K61","K80","K61",2.24463645406274e-06,4.36318082788671,7,1
"K80 (interacts with) K71","K80","K71",6.60415154444459e-08,5.41893219783819,6,1
"K80 (interacts with) K74","K80","K74",1.04690331862981e-08,5.25493792976141,9,2
"K80 (interacts with) K81","K80","K81",1.52226613825093e-15,7.86334091647709,9,2
"K80 (interacts with) K85","K80","K85",9.35428179172403e-19,4.76967539267016,11,2
"K80 (interacts with) K86","K80","K86",2.87491324504808e-09,4.68842975206612,8,2
"K80 (interacts with) R17","K80","R17",2.67584846345585e-09,5.32440685929058,11,1
"K80 (interacts with) R18","K80","R18",2.73696586005287e-11,6.66626611317457,12,2
"K81 (interacts with) E10","K81","E10",1.32281660608576e-05,4.01882026645535,10,1
"K81 (interacts with) G51","K81","G51",6.17590655775306e-09,6.03870123998967,9,2
"K81 (interacts with) K56","K81","K56",1.24309090502351e-05,4.0090515545061,12,2
"K81 (interacts with) K72","K81","K72",1.11830250992559e-05,4.08256697321072,12,2
"K81 (interacts with) K74","K81","K74",5.00835640546925e-06,4.29114058355438,10,1
"K81 (interacts with) K80","K81","K80",6.49376512800145e-06,4.24419630866045,9,2
"K81 (interacts with) K85","K81","K85",1.84043849117117e-10,6.5297612010876,11,2
"K81 (interacts with) M10","K81","M10",1.5562068446769e-07,5.42461257976299,7,2
"K85 (interacts with) E10","K85","E10",1.13244584796201e-10,4.20371630088432,9,1
"K85 (interacts with) E46","K85","E46",2.2677208688538e-10,8.87712511452713,10,2
"K85 (interacts with) E86","K85","E86",6.29417266926676e-20,4.37675244443979,9,1
"K85 (interacts with) F10","K85","F10",4.74274964856637e-15,4.58326421574863,9,1
"K85 (interacts with) F33","K85","F33",8.05188141385902e-06,4.16503882552778,10,1
"K85 (interacts with) G63","K85","G63",1.75512684633375e-07,4.15300910504108,8,1
"K85 (interacts with) J90","K85","J90",1.59286262367916e-08,6.87773487773488,8,1
"K85 (interacts with) K81","K85","K81",4.59371892242428e-09,6.50931071123731,9,2
"K85 (interacts with) K86","K85","K86",4.36963641009566e-24,5.2802183035095,9,1
"K85 (interacts with) L20","K85","L20",0,4.56038808966209,2,2
"K85 (interacts with) R18","K85","R18",3.37414544099668e-10,5.04035683942226,10,1
"K85 (interacts with) R56","K85","R56",1.28232271401164e-06,4.70756722287172,9,1
"K85 (interacts with) T79","K85","T79",4.44726443350899e-06,4.53074875435124,6,1
"K86 (interacts with) E44","K86","E44",5.02183032283643e-07,4.4515585839599,11,1
"K86 (interacts with) F10","K86","F10",1.55387431249094e-09,5.07150784842239,8,1
"K86 (interacts with) F33","K86","F33",2.88372557110095e-06,4.01098162259077,13,1
"K86 (interacts with) G63","K86","G63",5.11077424104757e-12,6.01334321719793,8,1
"K86 (interacts with) K35","K86","K35",8.3634362055322e-06,4.18535000353182,7,2
"K86 (interacts with) K56","K86","K56",4.39747076780182e-09,4.33111049875999,9,1
